persid,hhid,persno,primary_mode_raw,travel_mode_3,hhinc_group,hh_income_3,anzsco1,occupation_5,homesubregion_asgs_person,homeregion_asgs_person,region_3,studying,anywork,edu_status_3,agegroup,age_stage_4,totalvehs,veh_own_3,sex,relationship,owndwell,homelga,persinc,perspoststratweight,hhpoststratweight,main_journey_duration_min
Y24H6066109P02,Y24H6066109,2,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Clerical and Administrative Workers,Student,Other,Shepparton SA4,Regional Victoria,Part-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,1,1 car,Female,Spouse,Being Rented,Greater Shepparton (C),"$650-$799 ($33,800-$41,599)",269.38000027,192.2273567,25.0
Y24H6066109P03,Y24H6066109,3,Vehicle Passenger,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Female,Child,Being Rented,Greater Shepparton (C),Nil income,290.085861825,192.2273567,10.0
Y24H6066109P04,Y24H6066109,4,Vehicle Passenger,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Female,Child,Being Rented,Greater Shepparton (C),Nil income,290.085861825,192.2273567,10.0
Y24H6066110P02,Y24H6066110,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Clerical and Administrative Workers,Clerical/Service workers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Female,Spouse,Being Purchased,Greater Shepparton (C),"$2,000-$2,999 ($104,000-$155,999)",267.126189967,121.2577948,10.0
Y24H6066119P03,Y24H6066119,3,Vehicle Passenger,Private,"$150-$299 ($7,800-$15,599)",Low,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,10->14,Children,1,1 car,Male,Child,Being Rented,Greater Shepparton (C),Nil income,110.226316253,141.7308619,20.0
Y24H6066119P04,Y24H6066119,4,School Bus,Public,"$150-$299 ($7,800-$15,599)",Low,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,10->14,Children,1,1 car,Female,Child,Being Rented,Greater Shepparton (C),Nil income,110.487454795,141.7308619,10.0
Y24H6066125P03,Y24H6066125,3,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Secondary,Not applicable,Currently Studying,10->14,Children,1,1 car,Male,Child,Being Purchased,Greater Shepparton (C),Nil income,153.702618396,99.49575454,5.0
Y24H6066131P01,Y24H6066131,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Technicians and Trades Workers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Self,Being Purchased,Greater Shepparton (C),"$1,250-$1,499 ($65,000-$77,999)",111.199854471,120.6894858,14.0
Y24H6066131P02,Y24H6066131,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Female,Spouse,Being Purchased,Greater Shepparton (C),"$1,250-$1,499 ($65,000-$77,999)",78.720877358,120.6894858,9.0
Y24H6066135P01,Y24H6066135,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",45->49,Adults,4,2+ cars,Male,Self,Being Purchased,Greater Shepparton (C),"$1,750-$1,999 ($91,000-$103,999)",953.435297268,433.8225247,30.0
Y24H6066137P02,Y24H6066137,2,Vehicle Driver,Private,"$800-$999 ($41,600-$51,999)",Medium,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Female,Spouse,Being Purchased,Greater Shepparton (C),"$2,000-$2,999 ($104,000-$155,999)",301.19491488,136.7227645,5.0
Y24H6066137P03,Y24H6066137,3,Vehicle Passenger,Private,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Purchased,Greater Shepparton (C),Nil income,205.837512217,136.7227645,5.0
Y24H6066138P01,Y24H6066138,1,Vehicle Driver,Private,"$800-$999 ($41,600-$51,999)",Medium,Machinery Operators and Drivers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",60->64,Seniors,1,1 car,Female,Self,Fully Owned,Greater Shepparton (C),"$800-$999 ($41,600-$51,999)",108.818196118,113.2072602,15.0
Y24H6066139P01,Y24H6066139,1,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Female,Self,Fully Owned,Greater Shepparton (C),"$800-$999 ($41,600-$51,999)",253.596290859,115.1161067,12.0
Y24H6066202P01,Y24H6066202,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Male,Self,Being Purchased,Greater Shepparton (C),"$2,000-$2,999 ($104,000-$155,999)",73.279193834,112.6128292,16.0
Y24H6066206P01,Y24H6066206,1,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Self,Fully Owned,Greater Shepparton (C),"$3,000-$3,499 ($156,000-$181,999)",141.261895795,141.5335432,120.0
Y24H6066209P02,Y24H6066209,2,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Female,Spouse,Being Purchased,Greater Shepparton (C),"$500-$649 ($26,000-$33,799)",84.487005212,136.7227645,4.0
Y24H6066209P03,Y24H6066209,3,Vehicle Passenger,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Purchased,Greater Shepparton (C),Nil income,205.837512217,136.7227645,7.0
Y24H6066218P01,Y24H6066218,1,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Managers,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Male,Self,Fully Owned,Greater Shepparton (C),"$650-$799 ($33,800-$41,599)",161.909978241,254.6042218,15.0
Y24H6066218P02,Y24H6066218,2,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Managers,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Female,Spouse,Fully Owned,Greater Shepparton (C),"$3,000-$3,499 ($156,000-$181,999)",162.293561193,254.6042218,30.0
Y24H6066218P03,Y24H6066218,3,Vehicle Passenger,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Secondary,No,Currently Studying,15->19,Children,3,2+ cars,Female,Child,Fully Owned,Greater Shepparton (C),"$1-$149 ($1-$7,799)",220.396196321,254.6042218,10.0
Y24H6066218P04,Y24H6066218,4,Vehicle Passenger,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Secondary,No,Currently Studying,15->19,Children,3,2+ cars,Male,Child,Fully Owned,Greater Shepparton (C),Nil income,219.875287033,254.6042218,10.0
Y24H6066221P02,Y24H6066221,2,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Labourers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",70->74,Seniors,2,2+ cars,Female,Spouse,Fully Owned,Greater Shepparton (C),"$1,000-$1,249 ($52,000-$64,999)",148.626599239,149.8590077,10.0
Y24H6066221P03,Y24H6066221,3,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Community and Personal Service Workers,Clerical/Service workers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Female,Child,Fully Owned,Greater Shepparton (C),"$800-$999 ($41,600-$51,999)",114.158276999,149.8590077,5.0
Y24H6066232P01,Y24H6066232,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Clerical and Administrative Workers,Clerical/Service workers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",60->64,Seniors,4,2+ cars,Female,Self,Fully Owned,Greater Shepparton (C),"$800-$999 ($41,600-$51,999)",294.5739003,433.9193241,7.0
Y24H6066232P02,Y24H6066232,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",55->59,Adults,4,2+ cars,Male,Spouse,Fully Owned,Greater Shepparton (C),"$2,000-$2,999 ($104,000-$155,999)",270.410762215,433.9193241,49.0
Y24H6070104P01,Y24H6070104,1,Vehicle Passenger,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,2,2+ cars,Male,Self,Being Purchased,Casey (C),"$1,750-$1,999 ($91,000-$103,999)",656.019241939,534.6972884,60.0
Y24H6070104P02,Y24H6070104,2,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,40->44,Adults,2,2+ cars,Female,Spouse,Being Purchased,Casey (C),"$1,500-$1,749 ($78,000-$90,999)",613.572983089,534.6972884,45.0
Y24H6070104P04,Y24H6070104,4,School Bus,Public,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Male,Child,Being Purchased,Casey (C),Nil income,525.713103794,534.6972884,17.0
Y24H6070109P01,Y24H6070109,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,7,2+ cars,Male,Self,Being Purchased,Casey (C),"$1,500-$1,749 ($78,000-$90,999)",1126.724424717,797.7075365,30.0
Y24H6070109P02,Y24H6070109,2,Public Bus,Public,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,25->29,Young Adults,7,2+ cars,Female,Spouse,Being Purchased,Casey (C),Nil income,1513.288545203,797.7075365,48.0
Y24H6070109P03,Y24H6070109,3,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,7,2+ cars,Male,Sibling,Being Purchased,Casey (C),"$800-$999 ($41,600-$51,999)",1060.447039485,797.7075365,30.0
Y24H6070109P04,Y24H6070109,4,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,7,2+ cars,Male,Other relative,Being Purchased,Casey (C),"$650-$799 ($33,800-$41,599)",853.040039992,797.7075365,60.0
Y24H6070109P05,Y24H6070109,5,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,7,2+ cars,Male,Sibling,Being Purchased,Casey (C),"$1,000-$1,249 ($52,000-$64,999)",1060.447039485,797.7075365,30.0
Y24H6070109P06,Y24H6070109,6,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,7,2+ cars,Male,Other relative,Being Purchased,Casey (C),"$400-$499 ($20,800-$25,999)",1060.447039485,797.7075365,30.0
Y24H6070119P01,Y24H6070119,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Self,Being Purchased,Casey (C),"$1,000-$1,249 ($52,000-$64,999)",540.973144065,606.4435954,52.0
Y24H6070134P01,Y24H6070134,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Male,Self,Being Purchased,Casey (C),"$1,250-$1,499 ($65,000-$77,999)",823.369691892,655.0225481,30.0
Y24H6070139P01,Y24H6070139,1,Vehicle Driver,Private,"$150-$299 ($7,800-$15,599)",Low,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,2,2+ cars,Male,Self,Fully Owned,Casey (C),"$150-$299 ($7,800-$15,599)",437.378593608,648.7258728,30.0
Y24H6070140P03,Y24H6070140,3,Vehicle Passenger,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,3,2+ cars,Female,Child,Being Purchased,Casey (C),Nil income,624.26204108,640.3554949,15.0
Y24H6070140P04,Y24H6070140,4,Vehicle Passenger,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,3,2+ cars,Female,Child,Being Purchased,Casey (C),Nil income,742.571884345,640.3554949,25.0
Y24H6070204P01,Y24H6070204,1,Train,Public,"$1,750-$1,999 ($91,000-$103,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,1,1 car,Male,Self,Being Purchased,Maroondah (C),"$1,000-$1,249 ($52,000-$64,999)",381.748099963,526.9623627,69.0
Y24H6070204P02,Y24H6070204,2,Public Bus,Public,"$1,750-$1,999 ($91,000-$103,999)",Medium,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Female,Spouse,Being Purchased,Maroondah (C),"$650-$799 ($33,800-$41,599)",753.471455625,526.9623627,68.0
Y24H6070204P03,Y24H6070204,3,Public Bus,Public,"$1,750-$1,999 ($91,000-$103,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,1,1 car,Male,Child,Being Purchased,Maroondah (C),Nil income,501.658049236,526.9623627,33.0
Y24H6070209P03,Y24H6070209,3,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Sales Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,3,2+ cars,Female,Child,Being Rented,Maroondah (C),"$400-$499 ($20,800-$25,999)",304.938169997,610.7316469,15.0
Y24H6070211P04,Y24H6070211,4,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Purchased,Maroondah (C),Nil income,729.729267851,766.5378034,22.0
Y24H6070211P05,Y24H6070211,5,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Being Purchased,Maroondah (C),Nil income,790.085658508,766.5378034,20.0
Y24H6070238P01,Y24H6070238,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,35->39,Adults,2,2+ cars,Female,Self,Being Purchased,Maroondah (C),"$650-$799 ($33,800-$41,599)",748.73475585,675.2555329,45.0
Y24H6070238P02,Y24H6070238,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Spouse,Being Purchased,Maroondah (C),"$2,000-$2,999 ($104,000-$155,999)",544.964589846,675.2555329,35.0
Y24H6070239P01,Y24H6070239,1,Train,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,1,1 car,Female,Self,Being Rented,Maroondah (C),"$2,000-$2,999 ($104,000-$155,999)",506.00413747,712.7648129,65.0
Y24H6070317P01,Y24H6070317,1,Vehicle Driver,Private,"$1,500-$1,749 ($78,000-$90,999)",Medium,Community and Personal Service Workers,Clerical/Service workers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Female,Self,Being Rented,Port Phillip (C),"$1,500-$1,749 ($78,000-$90,999)",1836.721563738,786.8870463,42.0
Y24H6070324P01,Y24H6070324,1,Vehicle Passenger,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Sales Workers,Clerical/Service workers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,3,2+ cars,Female,Self,Being Rented,Stonnington (C),"$650-$799 ($33,800-$41,599)",340.793897645,408.7451095,30.0
Y24H6070324P03,Y24H6070324,3,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,3,2+ cars,Female,Child,Being Rented,Stonnington (C),"$1,250-$1,499 ($65,000-$77,999)",663.387013529,408.7451095,30.0
Y24H6070326P01,Y24H6070326,1,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,1,1 car,Male,Self,Being Purchased,Stonnington (C),"$3,000-$3,499 ($156,000-$181,999)",316.88422034,421.9259086,146.0
Y24H6070332P02,Y24H6070332,2,Train,Public,"$2,000-$2,499 ($104,000-$129,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,1,1 car,Male,Unrelated,Fully Owned,Stonnington (C),"$1,500-$1,749 ($78,000-$90,999)",631.69226809,320.524819,65.0
Y24H6070338P01,Y24H6070338,1,Train,Public,"$4,500-$4,999 ($234,000-$259,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,1,1 car,Female,Self,Fully Owned,Stonnington (C),"$1,000-$1,249 ($52,000-$64,999)",308.146421126,277.3388341,34.0
Y24H6070338P02,Y24H6070338,2,Train,Public,"$4,500-$4,999 ($234,000-$259,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Male,Spouse,Fully Owned,Stonnington (C),"$3,000-$3,499 ($156,000-$181,999)",340.290511976,277.3388341,32.0
Y24H6070403P03,Y24H6070403,3,Vehicle Passenger,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Purchased,Banyule (C),Nil income,310.076874113,249.8949198,30.0
Y24H6070403P04,Y24H6070403,4,Vehicle Passenger,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Purchased,Banyule (C),Nil income,310.076874113,249.8949198,30.0
Y24H6070409P01,Y24H6070409,1,Train,Public,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,1,1 car,Male,Self,Being Rented,Banyule (C),"$3,000-$3,499 ($156,000-$181,999)",173.111046668,360.131646,47.0
Y24H6070410P01,Y24H6070410,1,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Female,Self,Being Purchased,Banyule (C),"$1,000-$1,249 ($52,000-$64,999)",445.875396601,395.7291085,25.0
Y24H6070410P02,Y24H6070410,2,Public Bus,Public,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,1,1 car,Female,Child,Being Purchased,Banyule (C),Negative income,400.70318477,395.7291085,15.0
Y24H6070417P01,Y24H6070417,1,Train,Public,"$1,500-$1,749 ($78,000-$90,999)",Medium,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,2,2+ cars,Female,Self,Being Purchased,Banyule (C),"$1-$149 ($1-$7,799)",500.443114406,384.8735504,88.0
Y24H6070418P03,Y24H6070418,3,Vehicle Passenger,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Purchased,Banyule (C),Nil income,417.652102298,429.06954,15.0
Y24H6070423P01,Y24H6070423,1,Walking,Active,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,40->44,Adults,0,No car,Male,Self,Being Rented,Banyule (C),"$2,000-$2,999 ($104,000-$155,999)",493.605095174,940.7729817,20.0
Y24H6070442P01,Y24H6070442,1,Train,Public,"$2,000-$2,499 ($104,000-$129,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,1,1 car,Male,Self,Being Rented,Banyule (C),"$1,250-$1,499 ($65,000-$77,999)",1198.167204099,862.9459674,53.0
Y24H6076118P02,Y24H6076118,2,Vehicle Passenger,Private,"$300-$399 ($15,600-$20,799)",Low,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Secondary,No,Currently Studying,15->19,Children,1,1 car,Male,Child,Being Rented,Campaspe (S),Nil income,681.081409749,662.1278808,20.0
Y24H6076118P03,Y24H6076118,3,Vehicle Passenger,Private,"$300-$399 ($15,600-$20,799)",Low,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Secondary,No,Currently Studying,15->19,Children,1,1 car,Female,Child,Being Rented,Campaspe (S),Nil income,743.123635889,662.1278808,20.0
Y24H6076118P04,Y24H6076118,4,Bicycle,Active,"$300-$399 ($15,600-$20,799)",Low,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,10->14,Children,1,1 car,Male,Child,Being Rented,Campaspe (S),Nil income,613.350993344,662.1278808,5.0
Y24H6076125P01,Y24H6076125,1,Vehicle Driver,Private,"$500-$649 ($26,000-$33,799)",Low,Technicians and Trades Workers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",55->59,Adults,4,2+ cars,Male,Self,Being Purchased,Campaspe (S),"$500-$649 ($26,000-$33,799)",959.04022787,1140.626758,10.0
Y24H6076125P02,Y24H6076125,2,Vehicle Driver,Private,"$500-$649 ($26,000-$33,799)",Low,Not in Work Force,Not in workforce,Other,Shepparton SA4,Regional Victoria,No Study,No,"Not Studying, Not Working",50->54,Adults,4,2+ cars,Female,Spouse,Being Purchased,Campaspe (S),Nil income,1046.637429021,1140.626758,10.0
Y24H6076209P02,Y24H6076209,2,Vehicle Passenger,Private,"$500-$649 ($26,000-$33,799)",Low,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Female,Child,Being Rented,Greater Shepparton (C),Nil income,310.945078855,206.0498578,1.0
Y24H6076210P01,Y24H6076210,1,Vehicle Driver,Private,"$800-$999 ($41,600-$51,999)",Medium,Labourers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",55->59,Adults,2,2+ cars,Male,Self,Fully Owned,Greater Shepparton (C),"$800-$999 ($41,600-$51,999)",265.130525699,300.4711528,9.0
Y24H6076223P02,Y24H6076223,2,Vehicle Driver,Private,"$650-$799 ($33,800-$41,599)",Low,Technicians and Trades Workers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Spouse,Fully Owned,Greater Shepparton (C),"$650-$799 ($33,800-$41,599)",184.205492739,192.0892272,14.0
Y24H6076230P01,Y24H6076230,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Self,Being Purchased,Greater Shepparton (C),"$1,000-$1,249 ($52,000-$64,999)",142.348739951,218.7564233,11.5
Y24H6076230P02,Y24H6076230,2,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Female,Spouse,Being Purchased,Greater Shepparton (C),"$150-$299 ($7,800-$15,599)",142.685980129,218.7564233,15.0
